,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
247,CNN,Fri Jan 05 08:39:25 +0000 2018,Caste violence erupts in India over 200-year-old faultline https://t.co/i8v1VWyplO https://t.co/9vC2AWAEID,-0.6249,0.0,0.313,0.687,53
248,CNN,Fri Jan 05 08:30:37 +0000 2018,Toshiba's disastrous foray into the US nuclear business is coming to an end -- the Japanese conglomerate is selling… https://t.co/3fe3iUXrsq,-0.5994,0.0,0.17,0.83,52
249,CNN,Fri Jan 05 08:17:38 +0000 2018,North Korea has accepted South Korea's proposal for official talks. The person-to-person talks will be held on Janu… https://t.co/Zot7j1Ly1c,0.2732,0.104,0.0,0.896,51
250,CNN,Fri Jan 05 08:04:11 +0000 2018,"Egypt and Liverpool striker Mohamed Salah has been named African Player of the Year, beating his club teammate Sadi… https://t.co/WSJrWPa864",-0.4588,0.0,0.136,0.864,50
251,CNN,Fri Jan 05 07:45:04 +0000 2018,Researchers have revealed two vulnerabilities in computer processors affecting billions of devices around the world… https://t.co/R5XbKOH5NY,-0.1531,0.0,0.096,0.904,49
252,CNN,Fri Jan 05 07:30:15 +0000 2018,This amateur astronomer took a unique photo of the International Space Station passing in front of the sun… https://t.co/lkeu6Pj05f,0.0,0.0,0.0,1.0,48
253,CNN,Fri Jan 05 07:15:05 +0000 2018,Sean Spicer on his time as White House press secretary: There were times I screwed up https://t.co/EbFVGkhl3J https://t.co/B35E1qmGpQ,-0.4939,0.0,0.167,0.833,47
254,CNN,Fri Jan 05 07:08:03 +0000 2018,Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/0Jc6vl5MkY https://t.co/hdaWF35WL8,-0.7783,0.0,0.312,0.688,46
255,CNN,Fri Jan 05 07:00:08 +0000 2018,Hours after a personal attorney for President Trump sent a cease and desist letter to the publisher and author of a… https://t.co/GCjDh0DwVG,0.0,0.0,0.0,1.0,45
256,CNN,Fri Jan 05 06:53:06 +0000 2018,Beachwear buyout: Quiksilver is merging with Billabong https://t.co/9T2rEqfBPX https://t.co/SG1DMJfdyo,0.0,0.0,0.0,1.0,44
257,CNN,Fri Jan 05 06:45:07 +0000 2018,The case for President Trump's mental fitness | Analysis by @CillizzaCNN https://t.co/RPmVENn04A https://t.co/JD9p20ZBmx,0.2732,0.16,0.0,0.84,43
258,CNN,Fri Jan 05 06:30:08 +0000 2018,Lettuce suspected in deadly E. coli outbreak in the US https://t.co/cuLrWH6vy3 https://t.co/e4vxKiPRjM,-0.2263,0.0,0.147,0.853,42
259,CNN,Fri Jan 05 06:15:04 +0000 2018,States that allow marijuana use reacted with frustration to Attorney General Jeff Sessions' rescinding of Obama-era… https://t.co/faKX8K8jhB,-0.296,0.095,0.155,0.75,41
260,CNN,Fri Jan 05 06:00:23 +0000 2018,"Eating fish improves kids' IQ scores and sleep, a new study says https://t.co/6u9t2rlWnL https://t.co/pRyHRswkMs",0.4215,0.189,0.0,0.811,40
261,CNN,Fri Jan 05 05:46:13 +0000 2018,"Massive winter storm brought subfreezing temperatures, high winds and flooding to the East Coast… https://t.co/N1G4vi2awN",0.0,0.0,0.0,1.0,39
262,CNN,Fri Jan 05 05:41:38 +0000 2018,"Chunks of ice, and even an ice machine, were seen floating in flood waters in Scituate Harbor, Massachusetts, as th… https://t.co/6ln79LSZFl",0.0,0.0,0.0,1.0,38
263,CNN,Fri Jan 05 05:30:06 +0000 2018,Mark Zuckerberg's goal for 2018 is to fix Facebook https://t.co/8RIxUwWkpM https://t.co/fShimnXaFN,0.0,0.0,0.0,1.0,37
264,CNN,Fri Jan 05 05:16:43 +0000 2018,"This is how it looked today in Brant Rock, Massachusetts, as storm surge from the massive winter storm moving up th… https://t.co/YaudxRbH6A",0.0,0.0,0.0,1.0,36
265,CNN,Fri Jan 05 05:08:06 +0000 2018,President Trump has stepped up attacks against a new book by Michael Wolff about his campaign and the early days of… https://t.co/Cy4w3CnhoJ,-0.4404,0.0,0.127,0.873,35
266,CNN,Fri Jan 05 05:00:07 +0000 2018,The US is suspending security assistance to Pakistan over what it says is a failure by the country to adequately cr… https://t.co/xPSCUHrdhr,-0.2263,0.097,0.134,0.769,34
267,CNN,Fri Jan 05 04:48:53 +0000 2018,"How director Ava DuVernay is making the entertainment industry more reflective of the world we live in, one distinc… https://t.co/2aIhwqxEX0",0.4215,0.128,0.0,0.872,33
268,CNN,Fri Jan 05 04:30:07 +0000 2018,Researchers have revealed two vulnerabilities in computer processors affecting billions of devices around the world… https://t.co/gecBIftGrl,-0.1531,0.0,0.096,0.904,32
269,CNN,Fri Jan 05 04:22:07 +0000 2018,Caste violence erupts in India over 200-year-old faultline https://t.co/ztapkLpRT1 https://t.co/yDbkwrE5Hm,-0.6249,0.0,0.313,0.687,31
270,CNN,Fri Jan 05 04:15:10 +0000 2018,Tension is brewing between the US and Europe over how the international community should address the deadly protest… https://t.co/hdfI2fIKdn,-0.3182,0.0,0.113,0.887,30
271,CNN,Fri Jan 05 04:08:06 +0000 2018,"President Trump considered replacing Neil Gorsuch with Rudy Giuliani, according to Michael Wolff's new book… https://t.co/8lyGyAqJ1V",0.0,0.0,0.0,1.0,29
272,CNN,Fri Jan 05 04:00:20 +0000 2018,"World's longest glass bridge opens in Hebei, China https://t.co/uPVkc6ut5j (via @CNNTravel) https://t.co/GHaLg53elN",0.0,0.0,0.0,1.0,28
273,CNN,Fri Jan 05 03:50:57 +0000 2018,"North Korea has accepted South Korea's proposal for official talks, in what will be the first high-level contact to… https://t.co/U501mnA8rX",0.2732,0.1,0.0,0.9,27
274,CNN,Fri Jan 05 03:45:14 +0000 2018,Construction has begun on a $2.3 billion project to extend the natural contour of Monaco’s coastline a further 15 a… https://t.co/P3sKM6Gwct,0.4939,0.198,0.0,0.802,26
275,CNN,Fri Jan 05 03:30:08 +0000 2018,The US Food and Drug Administration issued new guidance to the food industry. The agency has been criticized recent… https://t.co/VvOOqd2M0K,-0.3612,0.0,0.116,0.884,25
276,CNN,Fri Jan 05 03:20:06 +0000 2018,Washington state offers third gender option on birth certificates https://t.co/xfo3dg35dP https://t.co/oyOxsaMO4s,0.0,0.0,0.0,1.0,24
277,CNN,Fri Jan 05 03:10:11 +0000 2018,Judge rules Fusion GPS bank records must be turned over to House Russia probe https://t.co/zx9KBOzaI0 https://t.co/e60ZG3bAV8,0.0,0.0,0.0,1.0,23
278,CNN,Fri Jan 05 03:00:21 +0000 2018,States that allow marijuana use reacted with frustration to Attorney General Jeff Sessions' rescinding of Obama-era… https://t.co/91JEftM0zp,-0.296,0.095,0.155,0.75,22
279,CNN,Fri Jan 05 02:50:50 +0000 2018,Special counsel Robert Mueller is aware of an unsuccessful attempt by President Trump to lobby Attorney General Jef… https://t.co/Fomoo7xT9q,0.0772,0.17,0.112,0.717,21
280,CNN,Fri Jan 05 02:50:03 +0000 2018,White House spokesman: Steve Bannon produced 'zero' results https://t.co/6tn3ui2qlH https://t.co/RRGHW2LQSx,0.0,0.0,0.0,1.0,20
281,CNN,Fri Jan 05 02:39:34 +0000 2018,North Korea has accepted South Korea's proposal for official talks. The person-to-person talks will be held on Janu… https://t.co/bmGdXBPocf,0.2732,0.104,0.0,0.896,19
282,CNN,Fri Jan 05 02:35:07 +0000 2018,"House Speaker Paul Ryan backed fellow congressional Republican, House Intelligence Chairman Devin Nunes, in spat wi… https://t.co/zp3QYx4rFC",0.4939,0.219,0.0,0.781,18
283,CNN,Fri Jan 05 02:25:28 +0000 2018,Lunching with Betty White is just as entertaining as you might imagine. The comedy queen dishes on her eight decade… https://t.co/cyP0qEWxPD,0.6597,0.221,0.0,0.779,17
284,CNN,Fri Jan 05 02:12:45 +0000 2018,Apple says all Macs and iOS devices affected by chip flaws https://t.co/ghfx5XKQ0T https://t.co/Yd7WAwdjMJ,-0.1531,0.0,0.118,0.882,16
285,CNN,Fri Jan 05 02:02:35 +0000 2018,Some children living in the southern US were very excited to see snow for the first time https://t.co/e1f3Sq7Owg https://t.co/FujEEqnDTY,0.4005,0.13,0.0,0.87,15
286,CNN,Fri Jan 05 01:51:02 +0000 2018,The US Coast Guard used one of its Cutter boats to break open a very icy Hudson River today https://t.co/6AbmONkVoL https://t.co/yajb3DC3d3,0.0,0.0,0.0,1.0,14
287,CNN,Fri Jan 05 01:35:25 +0000 2018,A record-breaking 22 women are now serving in the US Senate https://t.co/cI0ekSbqyJ https://t.co/npf4EEx62r,0.0,0.0,0.0,1.0,13
288,CNN,Fri Jan 05 01:20:12 +0000 2018,Sean Spicer on his time as White House press secretary: There were times I screwed up https://t.co/w3RNT7BDJt https://t.co/KNpVSEZB4U,-0.4939,0.0,0.167,0.833,12
289,CNN,Fri Jan 05 01:10:05 +0000 2018,This amateur astronomer took a unique photo of the International Space Station passing in front of the sun… https://t.co/0zVcOD5pIV,0.0,0.0,0.0,1.0,11
290,CNN,Fri Jan 05 01:01:04 +0000 2018,"2017 was a defining year for American women. From the Women’s March on Washington to the #MeToo moment, a movement… https://t.co/5MiwkB5e1M",0.0,0.0,0.0,1.0,10
291,CNN,Fri Jan 05 00:45:00 +0000 2018,"RT @OutFrontCNN: ""He is a stubborn, stubborn man...he's not going to change, that is him."" - Sam Nunberg, Former Donald Trump Campaign aide…",-0.6597,0.0,0.221,0.779,9
292,CNN,Fri Jan 05 00:42:06 +0000 2018,"A lit firework landed in the trunk of this car, which was carrying 600 more fireworks https://t.co/U8AymCqoMN https://t.co/KZeRWWeaO4",0.0,0.0,0.0,1.0,8
293,CNN,Fri Jan 05 00:40:28 +0000 2018,That's one way to shovel snow off your driveway... https://t.co/wRSeayqTuO https://t.co/kWsrNztqmb,0.0,0.0,0.0,1.0,7
294,CNN,Fri Jan 05 00:27:42 +0000 2018,10 times Donald Trump has raised the possibility of lawsuits on Twitter https://t.co/ybP9APYsFE https://t.co/BM0pZNIN55,-0.1531,0.0,0.11,0.89,6
295,CNN,Fri Jan 05 00:12:33 +0000 2018,"Chunks of ice, and even an ice machine, were seen floating in flood waters in Scituate Harbor, Massachusetts, today… https://t.co/15nAHtRKlB",0.0,0.0,0.0,1.0,5
296,CNN,Fri Jan 05 00:00:12 +0000 2018,Sean Spicer on Steve Bannon's book quotes: 'What we didn't hear is a denial' https://t.co/WR998wtSSm https://t.co/MPwnNOyivw,0.0,0.0,0.0,1.0,4
297,CNN,Thu Jan 04 23:50:03 +0000 2018,Lettuce suspected in deadly E. coli outbreak in the US https://t.co/zlr0Xun5oF https://t.co/pFdYKBNH9E,-0.2263,0.0,0.147,0.853,3
298,CNN,Thu Jan 04 23:40:08 +0000 2018,The US is suspending security assistance to Pakistan over what it says is a failure by the country to adequately cr… https://t.co/dO3emgkJkF,-0.2263,0.097,0.134,0.769,2
299,CNN,Thu Jan 04 23:28:09 +0000 2018,Google hit with revised gender pay lawsuit https://t.co/3C0PEiOivv https://t.co/x66jgl8Mh5,-0.3182,0.0,0.32,0.68,1
300,FoxNews,Fri Jan 05 15:55:50 +0000 2018,Proposed drilling areas. https://t.co/MZsLlkvMMM https://t.co/bm4SY4XSXR,0.0,0.0,0.0,1.0,100
301,FoxNews,Fri Jan 05 15:55:06 +0000 2018,.@SenWarren is one of many politicians pushing back on AG Jeff Sessions' announced marijuana crackdown.… https://t.co/K8vN3BhGCg,0.0,0.0,0.0,1.0,99
302,FoxNews,Fri Jan 05 15:52:44 +0000 2018,"RT @FoxBusiness: Cohn on whether Wolff's 'Fire &amp; Fury' will get in the way of the Trump agenda: ""Absolutely not."" https://t.co/NRH8xD74NI h…",-0.7269,0.0,0.234,0.766,98
303,FoxNews,Fri Jan 05 15:52:40 +0000 2018,"RT @FoxBusiness: Cohn on infrastructure plan: ""We are going to get the approval process on infrastructure streamlined in a dramatic fashion…",0.4767,0.14,0.0,0.86,97
304,FoxNews,Fri Jan 05 15:52:35 +0000 2018,"RT @FoxBusiness: Gary Cohn on businesses' response to the tax plan: ""We expect to see a lot more action and activity."" https://t.co/NRH8xD7…",0.0,0.0,0.0,1.0,96
305,FoxNews,Fri Jan 05 15:52:32 +0000 2018,"RT @FoxBusiness: Cohn: ""If you just got a $1,000 bonus and you weren't expecting it, I don't think that's window dressing."" https://t.co/NR…",0.5423,0.156,0.0,0.844,95
306,FoxNews,Fri Jan 05 15:51:05 +0000 2018,".@RCamposDuffy: ""You've got @BillClinton getting paid half a million dollars for a speech. You've got money from Ru… https://t.co/oTCchP6uIa",0.0,0.0,0.0,1.0,94
307,FoxNews,Fri Jan 05 15:46:52 +0000 2018,".@DrMarcSiegel: Smoking pot routinely may seem harmless but don’t be fooled (even if it’s legal)
https://t.co/gHViSpo0He",-0.4404,0.079,0.18,0.741,93
308,FoxNews,Fri Jan 05 15:46:04 +0000 2018,.@PressSec: 'Michael Wolff Made Up a Lot of Stories to Try to Sell Books' https://t.co/zDTiw6zpmm https://t.co/SrFnTRKQG8,0.0,0.0,0.0,1.0,92
309,FoxNews,Fri Jan 05 15:40:05 +0000 2018,Ron DeSantis announces run for Governor of Florida. https://t.co/4efApj0PDh https://t.co/wFy630ZPg3,0.0,0.0,0.0,1.0,91
310,FoxNews,Fri Jan 05 15:39:36 +0000 2018,".@LeslieMarshall: ""There are some on the right that just want to see one of the Clintons - any of them, Chelsea, ma… https://t.co/2dwCMA5eiT",0.0772,0.058,0.0,0.942,90
311,FoxNews,Fri Jan 05 15:34:04 +0000 2018,.@HillaryClinton under investigation again. https://t.co/BBjSKxxFNc https://t.co/7Zsdt41rP0,0.0,0.0,0.0,1.0,89
312,FoxNews,Fri Jan 05 15:33:55 +0000 2018,"Iran's brutal regime running on fumes as angry masses gather, says expert https://t.co/MiIA70XILN",-0.8176,0.0,0.459,0.541,88
313,FoxNews,Fri Jan 05 15:30:37 +0000 2018,"Trump slams 'phony' book as distraction from Russia collusion 'hoax' - via @brookefoxnews
https://t.co/w6DuIMKA6m",-0.3818,0.0,0.178,0.822,87
314,FoxNews,Fri Jan 05 15:25:41 +0000 2018,"Food stamp recipients down 2M under Trump, USDA figures show https://t.co/M7kKPjJqKA",0.0,0.0,0.0,1.0,86
315,FoxNews,Fri Jan 05 15:23:19 +0000 2018,".@GOPLeader: ""We started America's comeback with this tax reform."" https://t.co/azzNwQgiqw",0.0,0.0,0.0,1.0,85
316,FoxNews,Fri Jan 05 15:21:40 +0000 2018,"OPINION: Trump's bold moves just might jolt the Palestinians to finally negotiate with Israel
https://t.co/u0rNtmUaX0",0.3818,0.157,0.0,0.843,84
317,FoxNews,Fri Jan 05 15:19:04 +0000 2018,Sanders: 'Michael Wolff Made Up a Lot of Stories to Try to Sell Books' https://t.co/m4FCpbaISi,0.0,0.0,0.0,1.0,83
318,FoxNews,Fri Jan 05 15:16:20 +0000 2018,Americans will soon have the rare opportunity to get their hands on a historic military gun. https://t.co/ivuH8aAMTp,0.1027,0.146,0.125,0.729,82
319,FoxNews,Fri Jan 05 14:57:17 +0000 2018,"Rep. Ron DeSantis officially enters race for Florida governor - via @brookefoxnews
https://t.co/teKK4cVOn7",0.0,0.0,0.0,1.0,81
320,FoxNews,Fri Jan 05 15:55:50 +0000 2018,Proposed drilling areas. https://t.co/MZsLlkvMMM https://t.co/bm4SY4XSXR,0.0,0.0,0.0,1.0,80
321,FoxNews,Fri Jan 05 15:55:06 +0000 2018,.@SenWarren is one of many politicians pushing back on AG Jeff Sessions' announced marijuana crackdown.… https://t.co/K8vN3BhGCg,0.0,0.0,0.0,1.0,79
322,FoxNews,Fri Jan 05 15:52:44 +0000 2018,"RT @FoxBusiness: Cohn on whether Wolff's 'Fire &amp; Fury' will get in the way of the Trump agenda: ""Absolutely not."" https://t.co/NRH8xD74NI h…",-0.7269,0.0,0.234,0.766,78
323,FoxNews,Fri Jan 05 15:52:40 +0000 2018,"RT @FoxBusiness: Cohn on infrastructure plan: ""We are going to get the approval process on infrastructure streamlined in a dramatic fashion…",0.4767,0.14,0.0,0.86,77
324,FoxNews,Fri Jan 05 15:52:35 +0000 2018,"RT @FoxBusiness: Gary Cohn on businesses' response to the tax plan: ""We expect to see a lot more action and activity."" https://t.co/NRH8xD7…",0.0,0.0,0.0,1.0,76
325,FoxNews,Fri Jan 05 15:52:32 +0000 2018,"RT @FoxBusiness: Cohn: ""If you just got a $1,000 bonus and you weren't expecting it, I don't think that's window dressing."" https://t.co/NR…",0.5423,0.156,0.0,0.844,75
326,FoxNews,Fri Jan 05 15:51:05 +0000 2018,".@RCamposDuffy: ""You've got @BillClinton getting paid half a million dollars for a speech. You've got money from Ru… https://t.co/oTCchP6uIa",0.0,0.0,0.0,1.0,74
327,FoxNews,Fri Jan 05 15:46:52 +0000 2018,".@DrMarcSiegel: Smoking pot routinely may seem harmless but don’t be fooled (even if it’s legal)
https://t.co/gHViSpo0He",-0.4404,0.079,0.18,0.741,73
328,FoxNews,Fri Jan 05 15:46:04 +0000 2018,.@PressSec: 'Michael Wolff Made Up a Lot of Stories to Try to Sell Books' https://t.co/zDTiw6zpmm https://t.co/SrFnTRKQG8,0.0,0.0,0.0,1.0,72
329,FoxNews,Fri Jan 05 15:40:05 +0000 2018,Ron DeSantis announces run for Governor of Florida. https://t.co/4efApj0PDh https://t.co/wFy630ZPg3,0.0,0.0,0.0,1.0,71
330,FoxNews,Fri Jan 05 15:39:36 +0000 2018,".@LeslieMarshall: ""There are some on the right that just want to see one of the Clintons - any of them, Chelsea, ma… https://t.co/2dwCMA5eiT",0.0772,0.058,0.0,0.942,70
331,FoxNews,Fri Jan 05 15:34:04 +0000 2018,.@HillaryClinton under investigation again. https://t.co/BBjSKxxFNc https://t.co/7Zsdt41rP0,0.0,0.0,0.0,1.0,69
332,FoxNews,Fri Jan 05 15:33:55 +0000 2018,"Iran's brutal regime running on fumes as angry masses gather, says expert https://t.co/MiIA70XILN",-0.8176,0.0,0.459,0.541,68
333,FoxNews,Fri Jan 05 15:30:37 +0000 2018,"Trump slams 'phony' book as distraction from Russia collusion 'hoax' - via @brookefoxnews
https://t.co/w6DuIMKA6m",-0.3818,0.0,0.178,0.822,67
334,FoxNews,Fri Jan 05 15:25:41 +0000 2018,"Food stamp recipients down 2M under Trump, USDA figures show https://t.co/M7kKPjJqKA",0.0,0.0,0.0,1.0,66
335,FoxNews,Fri Jan 05 15:23:19 +0000 2018,".@GOPLeader: ""We started America's comeback with this tax reform."" https://t.co/azzNwQgiqw",0.0,0.0,0.0,1.0,65
336,FoxNews,Fri Jan 05 15:21:40 +0000 2018,"OPINION: Trump's bold moves just might jolt the Palestinians to finally negotiate with Israel
https://t.co/u0rNtmUaX0",0.3818,0.157,0.0,0.843,64
337,FoxNews,Fri Jan 05 15:19:04 +0000 2018,Sanders: 'Michael Wolff Made Up a Lot of Stories to Try to Sell Books' https://t.co/m4FCpbaISi,0.0,0.0,0.0,1.0,63
338,FoxNews,Fri Jan 05 15:16:20 +0000 2018,Americans will soon have the rare opportunity to get their hands on a historic military gun. https://t.co/ivuH8aAMTp,0.1027,0.146,0.125,0.729,62
339,FoxNews,Fri Jan 05 14:57:17 +0000 2018,"Rep. Ron DeSantis officially enters race for Florida governor - via @brookefoxnews
https://t.co/teKK4cVOn7",0.0,0.0,0.0,1.0,61
340,FoxNews,Fri Jan 05 14:55:27 +0000 2018,Good Samaritans rescue elderly couple before train hits vehicle https://t.co/KNK2kUS2sk,0.7351,0.437,0.0,0.563,60
341,FoxNews,Fri Jan 05 14:54:28 +0000 2018,RT @FoxBusiness: Where the jobs are: https://t.co/AqH1baYTIO,0.0,0.0,0.0,1.0,59
342,FoxNews,Fri Jan 05 14:46:09 +0000 2018,".@SteveHiltonx: ""The American public will be very pleased to see that actually you're finally getting some accounta… https://t.co/sWGQpCZ1bi",0.4927,0.158,0.0,0.842,58
343,FoxNews,Fri Jan 05 14:42:02 +0000 2018,"Moments ago, President @realDonaldTrump tweeted about Russia, @HillaryClinton, the @FBI, and ""the Fake News Media."" https://t.co/maHmFlxgZi",-0.4767,0.0,0.171,0.829,57
344,FoxNews,Fri Jan 05 14:38:35 +0000 2018,"Wall Street opens after Dow tops 25,000. https://t.co/4PGdim9Xj3",0.5106,0.32,0.0,0.68,56
345,FoxNews,Fri Jan 05 14:30:48 +0000 2018,NFL heiress' alleged anti-Semitic remarks being probed as hate crime https://t.co/tsJ4l2f587,-0.802,0.0,0.444,0.556,55
346,FoxNews,Fri Jan 05 14:21:52 +0000 2018,".@POTUS, GOP leaders to meet at Camp David. https://t.co/pTuzfWQYF5",0.0,0.0,0.0,1.0,54
347,FoxNews,Fri Jan 05 14:20:55 +0000 2018,"US economy adds 148K jobs in December, manufacturing remains strong https://t.co/Sa863JSn51 https://t.co/lnHMJ3ANwY",0.5106,0.231,0.0,0.769,53
348,FoxNews,Fri Jan 05 14:20:29 +0000 2018,How Iranian protesters are skirting the government's tech clampdown to continue their fight https://t.co/wy14nQYYXd,-0.5423,0.0,0.273,0.727,52
349,FoxNews,Fri Jan 05 14:16:09 +0000 2018,".@RepDeSantis: ""The chairman of Uranium One gave $2.3 million to the @ClintonFdn in 2009, 2010 while this deal was… https://t.co/d7AgtA9S0E",0.0,0.0,0.0,1.0,51
350,FoxNews,Fri Jan 05 14:05:40 +0000 2018,".@VarneyCo: ""43 million Americans have an IRA. 54 million have a 401k. Every single one of those people has seen a… https://t.co/zjyntViMLR",0.0,0.0,0.0,1.0,50
351,FoxNews,Fri Jan 05 13:54:23 +0000 2018,.@HillaryClinton under investigation again. https://t.co/BBjSKxg4VE https://t.co/UL5ugqll9J,0.0,0.0,0.0,1.0,49
352,FoxNews,Fri Jan 05 13:54:19 +0000 2018,Sessions to review practice used by immigration judges to set aside cases indefinitely https://t.co/Tjza6c9ucs,0.0,0.0,0.0,1.0,48
353,FoxNews,Fri Jan 05 13:53:47 +0000 2018,JFK's nephew says Emanuel has plan to force black people out of Chicago https://t.co/cbevlXZsLV,0.0,0.0,0.0,1.0,47
354,FoxNews,Fri Jan 05 13:50:59 +0000 2018,"This morning, President @realDonaldTrump celebrated the record highs experienced by the Dow during his presidency.… https://t.co/8JPZGkDOfF",0.5719,0.198,0.0,0.802,46
355,FoxNews,Fri Jan 05 13:50:11 +0000 2018,"BREAKING NEWS: U.S. economy added 148,000 jobs in December; unemployment rate stays at 4.1%. https://t.co/cbixEpAcEz",-0.4404,0.0,0.172,0.828,45
356,FoxNews,Fri Jan 05 13:42:25 +0000 2018,"ABC star George Stephanopoulos faces increased pressure with Matt Lauer, Charlie Rose off morning show map https://t.co/KpLk1Pt24j",-0.0258,0.109,0.114,0.777,44
357,FoxNews,Fri Jan 05 13:31:55 +0000 2018,EXCLUSIVE: @RepDesantis tells @foxandfriends he is running for Governor of Florida. https://t.co/OChvoCpnLw,0.3034,0.169,0.0,0.831,43
358,FoxNews,Fri Jan 05 13:30:19 +0000 2018,'Bomb cyclone' forces world's largest passenger jet to land at small New York airport https://t.co/Z5A5cEPx7z,-0.4939,0.0,0.186,0.814,42
359,FoxNews,Fri Jan 05 13:22:38 +0000 2018,".@Varneyco: ""43 million Americans have an IRA. 54 million have a 401k. Every single one of those people has seen a… https://t.co/s4M5RoofCX",0.0,0.0,0.0,1.0,41
360,FoxNews,Fri Jan 05 13:20:40 +0000 2018,".@Varneyco: ""By the end of today, it might be a $7 trillion run-up in the value of all stocks since the election."" https://t.co/16natw7EN7",0.34,0.103,0.0,0.897,40
361,FoxNews,Fri Jan 05 13:12:50 +0000 2018,Dow milestones - 9/2016 to present. https://t.co/xQzRi5leGU,0.0,0.0,0.0,1.0,39
362,FoxNews,Fri Jan 05 13:06:06 +0000 2018,Justice Department investigating Clinton Foundation over 'pay to play' allegations https://t.co/vvHKKMBqpr,0.6597,0.382,0.092,0.526,38
363,FoxNews,Fri Jan 05 13:03:10 +0000 2018,Trump tweets explosive White House tell-all 'full of lies' https://t.co/dzi7cI6Sjg,-0.4215,0.0,0.237,0.763,37
364,FoxNews,Fri Jan 05 12:17:44 +0000 2018,.@VP salutes the @USArmy carry team and prays near a transfer case containing the remains of Sgt. 1st Class Mihail… https://t.co/bt9UYI9RFs,0.34,0.112,0.0,0.888,36
365,FoxNews,Fri Jan 05 12:06:38 +0000 2018,"Israel to expel nearly 40,000 illegal African migrants https://t.co/irM6qISc3O",-0.7579,0.0,0.481,0.519,35
366,FoxNews,Fri Jan 05 12:00:03 +0000 2018,".@seanhannity: ""You might have seen that the economy under President #Trump is on an absolute tear. This is good ne… https://t.co/La5jkUstjb",0.4404,0.127,0.0,0.873,34
367,FoxNews,Fri Jan 05 11:56:28 +0000 2018,John Walters on @foxandfriends: “President Trump and Jeff Sessions are keeping the promise of stopping this carnage… https://t.co/Tz7Dfhugvv,0.1779,0.116,0.08,0.804,33
368,FoxNews,Fri Jan 05 11:46:19 +0000 2018,.@JaniceDean gives an update on the weather on @foxandfriends https://t.co/1b8YMU6e21,0.0,0.0,0.0,1.0,32
369,FoxNews,Fri Jan 05 11:42:22 +0000 2018,'Bomb cyclone' forces world's largest passenger jet to land at small New York airport https://t.co/JGSdG3fp3y,-0.4939,0.0,0.186,0.814,31
370,FoxNews,Fri Jan 05 11:39:18 +0000 2018,.@RepDeSantis to run for governor of Florida @foxandfriends https://t.co/1HElngoWSX,0.0,0.0,0.0,1.0,30
371,FoxNews,Fri Jan 05 11:30:00 +0000 2018,US soldier in Iraq hops 10 flights home to witness daughter's birth https://t.co/Pp8RawT55U,0.0,0.0,0.0,1.0,29
372,FoxNews,Fri Jan 05 11:26:18 +0000 2018,"OPINION: Iran should still be allowed to buy US jets, despite protests, supporting nearly 100,000 American jobs (vi… https://t.co/lXRYts6BGp",-0.1877,0.079,0.114,0.807,28
373,FoxNews,Fri Jan 05 11:25:03 +0000 2018,"Rose Marie's last phone interview: 'Dick Van Dyke Show' star shared unbelievable stories of mobsters, superstars an… https://t.co/gOj0M9vHCW",-0.0258,0.187,0.147,0.667,27
374,FoxNews,Fri Jan 05 11:17:07 +0000 2018,Justice Department investigating Clinton Foundation over 'pay to play' allegations https://t.co/80PTGVSGkK,0.6597,0.382,0.092,0.526,26
375,FoxNews,Fri Jan 05 11:15:02 +0000 2018,"On @FoxAndFriends Thursday, Senator @RandPaul told Brian @Kilmeade that he spoke to @POTUS about cutting funding to… https://t.co/AUmEwkTsvP",-0.128,0.0,0.081,0.919,25
